academicYear,primaryCategory,secondaryCategory,value,dimension,semester
2021-22,New Transfer Students,Full-Time,0,Gender,Fall
2021-22,New Transfer Students,Part-Time,0,Gender,Fall
2020-21,New Transfer Students,Full-Time,0,Gender,Fall
2020-21,New Transfer Students,Part-Time,0,Gender,Fall
2019-20,New Transfer Students,Full-Time,0,Gender,Fall
2019-20,New Transfer Students,Part-Time,0,Gender,Fall
2018-19,New Transfer Students,Full-Time,0,Gender,Fall
2018-19,New Transfer Students,Part-Time,0,Gender,Fall
2017-18,New Transfer Students,Full-Time,0,Gender,Fall
2017-18,New Transfer Students,Part-Time,0,Gender,Fall
2016-17,New Transfer Students,Full-Time,0,Gender,Fall
2016-17,New Transfer Students,Part-Time,0,Gender,Fall
2015-16,New Transfer Students,Full-Time,0,Gender,Fall
2015-16,New Transfer Students,Part-Time,0,Gender,Fall
2014-15,New Transfer Students,Full-Time,0,Gender,Fall
2014-15,New Transfer Students,Part-Time,0,Gender,Fall
2013-14,New Transfer Students,Full-Time,1,Gender,Fall
2013-14,New Transfer Students,Part-Time,0,Gender,Fall
2012-13,New Transfer Students,Full-Time,0,Gender,Fall
2012-13,New Transfer Students,Part-Time,0,Gender,Fall
2011-12,New Transfer Students,Full-Time,0,Gender,Fall
2011-12,New Transfer Students,Part-Time,0,Gender,Fall
2010-11,New Transfer Students,Full-Time,1,Gender,Fall
2010-11,New Transfer Students,Part-Time,0,Gender,Fall
2009-10,New Transfer Students,Full-Time,0,Gender,Fall
2009-10,New Transfer Students,Part-Time,0,Gender,Fall
2008-09,New Transfer Students,Full-Time,0,Gender,Fall
2008-09,New Transfer Students,Part-Time,0,Gender,Fall
2007-08,New Transfer Students,Full-Time,0,Gender,Fall
2007-08,New Transfer Students,Part-Time,0,Gender,Fall
2006-07,New Transfer Students,Full-Time,0,Gender,Fall
2006-07,New Transfer Students,Part-Time,0,Gender,Fall
2005-06,New Transfer Students,Full-Time,0,Gender,Fall
2005-06,New Transfer Students,Part-Time,0,Gender,Fall
2004-05,New Transfer Students,Full-Time,1,Gender,Fall
2004-05,New Transfer Students,Part-Time,0,Gender,Fall
2003-04,New Transfer Students,Full-Time,0,Gender,Fall
2003-04,New Transfer Students,Part-Time,0,Gender,Fall
2002-03,New Transfer Students,Full-Time,0,Gender,Fall
2024-25,Returning On-Campus Students,Full-Time,207,Gender,Fall
2024-25,Returning On-Campus Students,Part-Time,1,Gender,Fall
2023-24,Returning On-Campus Students,Full-Time,161,Gender,Fall
2023-24,Returning On-Campus Students,Part-Time,4,Gender,Fall
2022-23,Returning On-Campus Students,Full-Time,153,Gender,Fall
2022-23,Returning On-Campus Students,Part-Time,1,Gender,Fall
2021-22,Returning On-Campus Students,Full-Time,183,Gender,Fall
2021-22,Returning On-Campus Students,Part-Time,0,Gender,Fall
2020-21,Returning On-Campus Students,Full-Time,196,Gender,Fall
2020-21,Returning On-Campus Students,Part-Time,2,Gender,Fall
2019-20,Returning On-Campus Students,Full-Time,171,Gender,Fall
2019-20,Returning On-Campus Students,Part-Time,0,Gender,Fall
2018-19,Returning On-Campus Students,Full-Time,191,Gender,Fall
2018-19,Returning On-Campus Students,Part-Time,2,Gender,Fall
2017-18,Returning On-Campus Students,Full-Time,163,Gender,Fall
2017-18,Returning On-Campus Students,Part-Time,3,Gender,Fall
2016-17,Returning On-Campus Students,Full-Time,150,Gender,Fall
2016-17,Returning On-Campus Students,Part-Time,3,Gender,Fall
2015-16,Returning On-Campus Students,Full-Time,131,Gender,Fall
2015-16,Returning On-Campus Students,Part-Time,2,Gender,Fall
2014-15,Returning On-Campus Students,Full-Time,137,Gender,Fall
2014-15,Returning On-Campus Students,Part-Time,2,Gender,Fall
2013-14,Returning On-Campus Students,Full-Time,168,Gender,Fall
2013-14,Returning On-Campus Students,Part-Time,0,Gender,Fall
2012-13,Returning On-Campus Students,Full-Time,181,Gender,Fall
2012-13,Returning On-Campus Students,Part-Time,1,Gender,Fall
2011-12,Returning On-Campus Students,Full-Time,192,Gender,Fall
2011-12,Returning On-Campus Students,Part-Time,1,Gender,Fall
2010-11,Returning On-Campus Students,Full-Time,214,Gender,Fall
2010-11,Returning On-Campus Students,Part-Time,3,Gender,Fall
2009-10,Returning On-Campus Students,Full-Time,228,Gender,Fall
2009-10,Returning On-Campus Students,Part-Time,2,Gender,Fall
2008-09,Returning On-Campus Students,Full-Time,256,Gender,Fall
2008-09,Returning On-Campus Students,Part-Time,2,Gender,Fall
2007-08,Returning On-Campus Students,Full-Time,248,Gender,Fall
2007-08,Returning On-Campus Students,Part-Time,1,Gender,Fall
2006-07,Returning On-Campus Students,Full-Time,226,Gender,Fall
2006-07,Returning On-Campus Students,Part-Time,0,Gender,Fall
2005-06,Returning On-Campus Students,Full-Time,227,Gender,Fall
2005-06,Returning On-Campus Students,Part-Time,0,Gender,Fall
2004-05,Returning On-Campus Students,Full-Time,195,Gender,Fall
2004-05,Returning On-Campus Students,Part-Time,0,Gender,Fall
2003-04,Returning On-Campus Students,Full-Time,201,Gender,Fall
2003-04,Returning On-Campus Students,Part-Time,4,Gender,Fall
2002-03,Returning On-Campus Students,Full-Time,168,Gender,Fall
2024-25,Off-Campus Students,Full-Time,4,Gender,Fall
2024-25,Off-Campus Students,Part-Time,0,Gender,Fall
2023-24,Off-Campus Students,Full-Time,7,Gender,Fall
2023-24,Off-Campus Students,Part-Time,0,Gender,Fall
2022-23,Off-Campus Students,Full-Time,13,Gender,Fall
2022-23,Off-Campus Students,Part-Time,0,Gender,Fall
2021-22,Off-Campus Students,Full-Time,8,Gender,Fall
2021-22,Off-Campus Students,Part-Time,3,Gender,Fall
2020-21,Off-Campus Students,Full-Time,2,Gender,Fall
2020-21,Off-Campus Students,Part-Time,0,Gender,Fall
2019-20,Off-Campus Students,Full-Time,10,Gender,Fall
2019-20,Off-Campus Students,Part-Time,0,Gender,Fall
2018-19,Off-Campus Students,Full-Time,6,Gender,Fall
2018-19,Off-Campus Students,Part-Time,0,Gender,Fall
2017-18,Off-Campus Students,Full-Time,3,Gender,Fall
2017-18,Off-Campus Students,Part-Time,0,Gender,Fall
2016-17,Off-Campus Students,Full-Time,1,Gender,Fall
2016-17,Off-Campus Students,Part-Time,0,Gender,Fall
2015-16,Off-Campus Students,Full-Time,5,Gender,Fall
2015-16,Off-Campus Students,Part-Time,0,Gender,Fall
2014-15,Off-Campus Students,Full-Time,6,Gender,Fall
2014-15,Off-Campus Students,Part-Time,0,Gender,Fall
2013-14,Off-Campus Students,Full-Time,5,Gender,Fall
2013-14,Off-Campus Students,Part-Time,0,Gender,Fall
2012-13,Off-Campus Students,Full-Time,11,Gender,Fall
2012-13,Off-Campus Students,Part-Time,0,Gender,Fall
2011-12,Off-Campus Students,Full-Time,8,Gender,Fall
2011-12,Off-Campus Students,Part-Time,0,Gender,Fall
2010-11,Off-Campus Students,Full-Time,9,Gender,Fall
2010-11,Off-Campus Students,Part-Time,0,Gender,Fall
2009-10,Off-Campus Students,Full-Time,10,Gender,Fall
2009-10,Off-Campus Students,Part-Time,0,Gender,Fall
2008-09,Off-Campus Students,Full-Time,17,Gender,Fall
2008-09,Off-Campus Students,Part-Time,0,Gender,Fall
2007-08,Off-Campus Students,Full-Time,22,Gender,Fall
2007-08,Off-Campus Students,Part-Time,0,Gender,Fall
2006-07,Off-Campus Students,Full-Time,15,Gender,Fall
2006-07,Off-Campus Students,Part-Time,1,Gender,Fall
2005-06,Off-Campus Students,Full-Time,19,Gender,Fall
2005-06,Off-Campus Students,Part-Time,0,Gender,Fall
2004-05,Off-Campus Students,Full-Time,20,Gender,Fall
2004-05,Off-Campus Students,Part-Time,0,Gender,Fall
2003-04,Off-Campus Students,Full-Time,13,Gender,Fall
2003-04,Off-Campus Students,Part-Time,0,Gender,Fall
2002-03,Off-Campus Students,Full-Time,17,Gender,Fall
2024-25,Albion High School Scholars,Full-Time,1,Gender,Fall
2024-25,Albion High School Scholars,Part-Time,0,Gender,Fall
2023-24,Albion High School Scholars,Full-Time,0,Gender,Fall
2023-24,Albion High School Scholars,Part-Time,1,Gender,Fall
2022-23,Albion High School Scholars,Full-Time,0,Gender,Fall
2022-23,Albion High School Scholars,Part-Time,1,Gender,Fall
2021-22,Albion High School Scholars,Full-Time,0,Gender,Fall
2021-22,Albion High School Scholars,Part-Time,2,Gender,Fall
2020-21,Albion High School Scholars,Full-Time,1,Gender,Fall
2020-21,Albion High School Scholars,Part-Time,2,Gender,Fall
2019-20,Albion High School Scholars,Full-Time,1,Gender,Fall
2019-20,Albion High School Scholars,Part-Time,7,Gender,Fall
2018-19,Albion High School Scholars,Full-Time,0,Gender,Fall
2018-19,Albion High School Scholars,Part-Time,7,Gender,Fall
2017-18,Albion High School Scholars,Full-Time,0,Gender,Fall
2017-18,Albion High School Scholars,Part-Time,2,Gender,Fall
2016-17,Albion High School Scholars,Full-Time,0,Gender,Fall
2016-17,Albion High School Scholars,Part-Time,4,Gender,Fall
2015-16,Albion High School Scholars,Full-Time,0,Gender,Fall
2015-16,Albion High School Scholars,Part-Time,1,Gender,Fall
2014-15,Albion High School Scholars,Full-Time,0,Gender,Fall
2014-15,Albion High School Scholars,Part-Time,4,Gender,Fall
2013-14,Albion High School Scholars,Full-Time,0,Gender,Fall
2013-14,Albion High School Scholars,Part-Time,3,Gender,Fall
2012-13,Albion High School Scholars,Full-Time,0,Gender,Fall
2012-13,Albion High School Scholars,Part-Time,9,Gender,Fall
2011-12,Albion High School Scholars,Full-Time,0,Gender,Fall
2011-12,Albion High School Scholars,Part-Time,4,Gender,Fall
2010-11,Albion High School Scholars,Full-Time,0,Gender,Fall
2010-11,Albion High School Scholars,Part-Time,4,Gender,Fall
2009-10,Albion High School Scholars,Full-Time,0,Gender,Fall
2009-10,Albion High School Scholars,Part-Time,4,Gender,Fall
2008-09,Albion High School Scholars,Full-Time,0,Gender,Fall
2008-09,Albion High School Scholars,Part-Time,6,Gender,Fall
2007-08,Albion High School Scholars,Full-Time,0,Gender,Fall
2007-08,Albion High School Scholars,Part-Time,6,Gender,Fall
2006-07,Albion High School Scholars,Full-Time,0,Gender,Fall
2006-07,Albion High School Scholars,Part-Time,5,Gender,Fall
2005-06,Albion High School Scholars,Full-Time,0,Gender,Fall
2005-06,Albion High School Scholars,Part-Time,5,Gender,Fall
2004-05,Albion High School Scholars,Full-Time,0,Gender,Fall
2004-05,Albion High School Scholars,Part-Time,6,Gender,Fall
2003-04,Albion High School Scholars,Full-Time,0,Gender,Fall
2003-04,Albion High School Scholars,Part-Time,8,Gender,Fall
2002-03,Albion High School Scholars,Full-Time,0,Gender,Fall
2024-25,Community Scholars,Full-Time,0,Gender,Fall
2024-25,Community Scholars,Part-Time,0,Gender,Fall
2023-24,Community Scholars,Full-Time,0,Gender,Fall
2023-24,Community Scholars,Part-Time,0,Gender,Fall
2022-23,Community Scholars,Full-Time,0,Gender,Fall
2022-23,Community Scholars,Part-Time,0,Gender,Fall
2021-22,Community Scholars,Full-Time,0,Gender,Fall
2021-22,Community Scholars,Part-Time,0,Gender,Fall
2020-21,Community Scholars,Full-Time,0,Gender,Fall
2020-21,Community Scholars,Part-Time,0,Gender,Fall
2019-20,Community Scholars,Full-Time,0,Gender,Fall
2019-20,Community Scholars,Part-Time,0,Gender,Fall
2018-19,Community Scholars,Full-Time,0,Gender,Fall
2018-19,Community Scholars,Part-Time,0,Gender,Fall
2017-18,Community Scholars,Full-Time,0,Gender,Fall
2017-18,Community Scholars,Part-Time,0,Gender,Fall
2016-17,Community Scholars,Full-Time,0,Gender,Fall
2016-17,Community Scholars,Part-Time,0,Gender,Fall
2015-16,Community Scholars,Full-Time,0,Gender,Fall
2015-16,Community Scholars,Part-Time,0,Gender,Fall
2014-15,Community Scholars,Full-Time,0,Gender,Fall
2014-15,Community Scholars,Part-Time,1,Gender,Fall
2013-14,Community Scholars,Full-Time,0,Gender,Fall
2013-14,Community Scholars,Part-Time,0,Gender,Fall
2012-13,Community Scholars,Full-Time,0,Gender,Fall
2012-13,Community Scholars,Part-Time,0,Gender,Fall
2011-12,Community Scholars,Full-Time,0,Gender,Fall
2011-12,Community Scholars,Part-Time,0,Gender,Fall
2010-11,Community Scholars,Full-Time,0,Gender,Fall
2010-11,Community Scholars,Part-Time,0,Gender,Fall
2009-10,Community Scholars,Full-Time,0,Gender,Fall
2009-10,Community Scholars,Part-Time,1,Gender,Fall
2008-09,Community Scholars,Full-Time,0,Gender,Fall
2008-09,Community Scholars,Part-Time,0,Gender,Fall
2007-08,Community Scholars,Full-Time,0,Gender,Fall
2007-08,Community Scholars,Part-Time,0,Gender,Fall
2006-07,Community Scholars,Full-Time,0,Gender,Fall
2006-07,Community Scholars,Part-Time,0,Gender,Fall
2005-06,Community Scholars,Full-Time,0,Gender,Fall
2005-06,Community Scholars,Part-Time,1,Gender,Fall
2004-05,Community Scholars,Full-Time,0,Gender,Fall
2004-05,Community Scholars,Part-Time,0,Gender,Fall
2003-04,Community Scholars,Full-Time,0,Gender,Fall
2003-04,Community Scholars,Part-Time,0,Gender,Fall
2002-03,Community Scholars,Full-Time,0,Gender,Fall
2024-25,Post-Graduates/Post-Grad Certificate,Full-Time,1,Gender,Fall
2024-25,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2023-24,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2023-24,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2022-23,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2022-23,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2021-22,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2021-22,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2020-21,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2020-21,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2019-20,Post-Graduates/Post-Grad Certificate,Full-Time,3,Gender,Fall
2019-20,Post-Graduates/Post-Grad Certificate,Part-Time,2,Gender,Fall
2018-19,Post-Graduates/Post-Grad Certificate,Full-Time,2,Gender,Fall
2018-19,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2017-18,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2017-18,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2016-17,Post-Graduates/Post-Grad Certificate,Full-Time,1,Gender,Fall
2016-17,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2015-16,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2015-16,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2014-15,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2014-15,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2013-14,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2013-14,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2012-13,Post-Graduates/Post-Grad Certificate,Full-Time,1,Gender,Fall
2012-13,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2011-12,Post-Graduates/Post-Grad Certificate,Full-Time,2,Gender,Fall
2011-12,Post-Graduates/Post-Grad Certificate,Part-Time,1,Gender,Fall
2010-11,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2010-11,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2009-10,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2009-10,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2008-09,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2008-09,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2007-08,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2007-08,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2006-07,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2006-07,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2005-06,Post-Graduates/Post-Grad Certificate,Full-Time,1,Gender,Fall
2005-06,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2004-05,Post-Graduates/Post-Grad Certificate,Full-Time,0,Gender,Fall
2004-05,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2003-04,Post-Graduates/Post-Grad Certificate,Full-Time,2,Gender,Fall
2003-04,Post-Graduates/Post-Grad Certificate,Part-Time,0,Gender,Fall
2002-03,Post-Graduates/Post-Grad Certificate,Full-Time,4,Gender,Fall
2024-25,Special Admits & Auditors,Full-Time,0,Gender,Fall
2024-25,Special Admits & Auditors,Part-Time,4,Gender,Fall
2023-24,Special Admits & Auditors,Full-Time,1,Gender,Fall
2023-24,Special Admits & Auditors,Part-Time,3,Gender,Fall
2022-23,Special Admits & Auditors,Full-Time,3,Gender,Fall
2022-23,Special Admits & Auditors,Part-Time,2,Gender,Fall
2021-22,Special Admits & Auditors,Full-Time,1,Gender,Fall
2021-22,Special Admits & Auditors,Part-Time,2,Gender,Fall
2020-21,Special Admits & Auditors,Full-Time,0,Gender,Fall
2020-21,Special Admits & Auditors,Part-Time,0,Gender,Fall
2019-20,Special Admits & Auditors,Full-Time,1,Gender,Fall
2019-20,Special Admits & Auditors,Part-Time,3,Gender,Fall
2018-19,Special Admits & Auditors,Full-Time,1,Gender,Fall
2018-19,Special Admits & Auditors,Part-Time,3,Gender,Fall
2017-18,Special Admits & Auditors,Full-Time,2,Gender,Fall
2017-18,Special Admits & Auditors,Part-Time,2,Gender,Fall
2016-17,Special Admits & Auditors,Full-Time,7,Gender,Fall
2016-17,Special Admits & Auditors,Part-Time,4,Gender,Fall
2015-16,Special Admits & Auditors,Full-Time,3,Gender,Fall
2015-16,Special Admits & Auditors,Part-Time,4,Gender,Fall
2014-15,Special Admits & Auditors,Full-Time,3,Gender,Fall
2014-15,Special Admits & Auditors,Part-Time,4,Gender,Fall
2013-14,Special Admits & Auditors,Full-Time,3,Gender,Fall
2013-14,Special Admits & Auditors,Part-Time,5,Gender,Fall
2012-13,Special Admits & Auditors,Full-Time,0,Gender,Fall
2012-13,Special Admits & Auditors,Part-Time,5,Gender,Fall
2011-12,Special Admits & Auditors,Full-Time,0,Gender,Fall
2011-12,Special Admits & Auditors,Part-Time,3,Gender,Fall
2010-11,Special Admits & Auditors,Full-Time,1,Gender,Fall
2010-11,Special Admits & Auditors,Part-Time,4,Gender,Fall
2009-10,Special Admits & Auditors,Full-Time,0,Gender,Fall
2009-10,Special Admits & Auditors,Part-Time,2,Gender,Fall
2008-09,Special Admits & Auditors,Full-Time,0,Gender,Fall
2008-09,Special Admits & Auditors,Part-Time,2,Gender,Fall
2007-08,Special Admits & Auditors,Full-Time,0,Gender,Fall
2007-08,Special Admits & Auditors,Part-Time,3,Gender,Fall
2006-07,Special Admits & Auditors,Full-Time,0,Gender,Fall
2006-07,Special Admits & Auditors,Part-Time,4,Gender,Fall
2005-06,Special Admits & Auditors,Full-Time,0,Gender,Fall
2005-06,Special Admits & Auditors,Part-Time,5,Gender,Fall
2004-05,Special Admits & Auditors,Full-Time,0,Gender,Fall
2004-05,Special Admits & Auditors,Part-Time,3,Gender,Fall
2003-04,Special Admits & Auditors,Full-Time,0,Gender,Fall
2003-04,Special Admits & Auditors,Part-Time,3,Gender,Fall
2002-03,Special Admits & Auditors,Full-Time,0,Gender,Fall
2024-25,HEADCOUNT (WOMEN),Full-Time,667,Gender,Fall
2023-24,HEADCOUNT (WOMEN),Full-Time,720,Gender,Fall
2022-23,HEADCOUNT (WOMEN),Full-Time,763,Gender,Fall
2021-22,HEADCOUNT (WOMEN),Full-Time,813,Gender,Fall
2020-21,HEADCOUNT (WOMEN),Full-Time,789,Gender,Fall
2019-20,HEADCOUNT (WOMEN),Full-Time,790,Gender,Fall
2018-19,HEADCOUNT (WOMEN),Full-Time,832,Gender,Fall
2017-18,HEADCOUNT (WOMEN),Full-Time,825,Gender,Fall
2016-17,HEADCOUNT (WOMEN),Full-Time,739,Gender,Fall
2015-16,HEADCOUNT (WOMEN),Full-Time,689,Gender,Fall
2014-15,HEADCOUNT (WOMEN),Full-Time,631,Gender,Fall
2013-14,HEADCOUNT (WOMEN),Full-Time,643,Gender,Fall
2012-13,HEADCOUNT (WOMEN),Full-Time,684,Gender,Fall
2011-12,HEADCOUNT (WOMEN),Full-Time,742,Gender,Fall
2010-11,HEADCOUNT (WOMEN),Full-Time,831,Gender,Fall
2009-10,HEADCOUNT (WOMEN),Full-Time,909,Gender,Fall
2008-09,HEADCOUNT (WOMEN),Full-Time,996,Gender,Fall
